customer_id,age,income,region,purchase_frequency,avg_order_value,customer_lifetime,total_spend,website_visits,email_open_rate,app_usage,electronics_spend_pct,clothing_spend_pct,home_spend_pct,summer_boost,holiday_boost,recency,satisfaction_score,support_tickets,customer_value_score,engagement_score,risk_score,seasonality_index,segment
CUST_000000,0.55085593,-0.5254822,South,-0.8767834,0.6163204,-0.7518072,-0.8929647,-1.6621914,1.3143158,-1.1567261,-0.948848,0.4589813,0.09044947,-0.41056737,-0.88263077,-0.8267524,1.450979,0.04116239,0.014756328,-1.1378517,-0.9459607,-0.97512704,1
CUST_000002,0.7413533,-0.74389124,West,-0.99230015,-0.66835254,1.2545061,0.4695633,1.1568931,-0.07465578,0.8249699,0.9859503,0.8800469,-1.7545013,1.7913371,0.6462824,2.9556634,0.82720435,-0.6815319,0.23368727,1.1847376,-1.0783744,1.3439071,1
CUST_000003,1.6450282,-0.44017455,South,-0.71434736,-1.9214275,-0.14284383,-0.7495422,-1.2898062,-0.07642251,0.702458,0.3048792,0.05066177,-0.3467852,-0.2320273,1.1583008,-0.5712985,-1.9081054,0.12483447,-1.9026318,-0.23138143,1.3041495,0.9539749,1
CUST_000004,-0.448501,-1.3360604,East,-0.26469663,-0.12707676,-0.55282414,-0.5378267,0.05968863,-0.043107525,0.7503982,0.7892189,-0.2996299,-0.33615774,0.864043,1.6221427,0.8339199,-0.20511547,-1.3054677,-0.51996297,0.7582577,-0.8710947,1.8383982,1
CUST_000006,1.6951268,-0.40837502,South,-0.33174837,-1.5158749,0.89614886,0.058461476,0.67339295,1.8613789,-1.0122753,-1.5480585,1.9413697,-0.9297518,-0.71328723,2.1447833,-1.0779054,-0.7981306,0.17653902,-0.62983584,-0.08082127,0.61977106,1.6465844,1
CUST_000007,0.71072966,-0.8462506,South,-1.3419828,-1.2957828,2.1580443,0.15380749,-1.0418369,0.43224594,0.711414,-0.05516637,1.5702745,-1.2024375,2.0312912,1.1676441,0.3553564,-0.3210915,2.3322287,-0.80653465,0.4784228,1.9158608,1.918822,1
CUST_000008,-0.7247674,0.61059916,North,1.4992834,0.11298499,0.32993355,1.2201285,-0.2617731,-0.25461084,-1.123191,-1.5701586,1.9470901,-0.54943717,2.051597,0.72591525,0.9165081,0.35496765,0.7781348,1.5828476,-1.0501496,0.3171778,1.5262054,0
CUST_000009,0.65225554,0.8882793,North,1.0446038,-1.1970476,1.4185826,2.4886153,-1.29436,1.0719221,0.9364591,-1.2143044,-0.72462094,1.8980345,0.55655813,0.6207234,-0.2870242,1.3016515,-0.7475154,2.5503614,0.7593894,-1.4365598,0.7989398,0
CUST_000010,-0.59045225,-1.1179384,West,-1.3949571,0.68246627,-0.37657967,-0.70851487,-0.4488592,-0.05194242,0.86583406,-0.6400521,-1.3569334,2.2164772,-0.67964476,0.5456965,0.03870919,0.11881164,0.1862495,-0.9818133,0.6860689,0.029812077,0.20844191,1
CUST_000011,-0.38873866,-0.8330987,North,0.19200702,0.046249744,-0.8536724,-0.90733373,0.3595202,-0.13323243,0.705909,0.14901897,0.2136231,-0.27747878,-0.86096495,1.2978486,-0.85016316,-0.57544464,1.701711,-0.6941143,-0.91933733,1.6115515,0.8149616,1
CUST_000013,-1.7140634,-0.87116325,South,0.91667265,-0.64066064,0.3747881,0.75630367,1.5757787,-1.06532,-1.3463293,-0.66410404,0.70489126,-0.293371,1.4541277,-0.30058014,0.48333347,-0.20809454,-0.565182,0.71210116,-0.8409377,-0.31736937,0.3414394,0
CUST_000014,-1.6452342,0.64906514,East,1.0334654,-1.398873,-0.17435738,0.10412626,2.6464472,-0.046345934,-1.2964046,0.31117868,-1.323944,1.1685078,0.23372301,0.71126616,-0.14694858,-0.76508516,0.8826812,0.11148897,-0.16839863,1.1245843,0.74476117,0
CUST_000015,-0.62143743,-0.43081653,North,0.9865589,1.0860243,1.0263591,2.5208864,-0.6083745,-0.90027356,0.8285233,-1.7353584,-0.18136953,1.9279541,1.1120037,-0.79272795,-1.0714912,-1.4235911,0.856705,0.8567281,0.37624153,1.5341021,-0.25011387,0
CUST_000018,-1.0424737,0.5523159,North,0.30632365,-0.7353295,-0.11285694,-0.21769148,0.76564354,-1.0654422,0.73103714,0.47248116,0.5212463,-0.8373166,0.5651054,-1.4214331,-0.89785814,-0.5736508,1.5221223,-0.29917496,0.7096951,1.4765235,-1.0522213,1
CUST_000019,-1.6565473,-1.1390088,North,1.5236454,-0.9572251,-0.57604396,-0.0357986,1.0804901,-0.060060747,0.705909,1.1411699,-1.2610607,-0.16234827,-1.9705096,-0.71785444,1.9836715,-1.535615,2.3003867,-0.18054979,-0.6573817,2.6831357,-1.4846209,0
CUST_000020,1.6254424,-0.16368207,West,0.904682,-0.07209076,-0.59087104,-0.31751674,-0.35098982,0.040299743,-1.162336,1.2134479,-1.6131963,0.92015785,-0.56221217,0.97471553,-0.64066184,0.6513528,1.6425728,0.71353537,-1.0368835,0.7684687,0.64771605,0
CUST_000021,-0.2760259,0.3662664,North,-0.40374064,0.95514673,-0.32812512,-0.034822192,0.3876558,0.13676953,-1.3573282,1.1894873,-0.30140075,-1.116005,0.88503397,-1.1623666,-0.03332739,-0.39402208,0.11006676,-0.4629813,-0.9339937,0.30703226,-0.68174094,1
CUST_000022,-0.015907442,1.9814339,North,0.039285317,-0.8502698,1.7456225,1.3785439,-0.21764088,-0.54627174,-1.1919101,-0.44777945,-0.22679473,0.8122342,-2.5169368,-1.0945568,0.6890899,-1.1118127,1.6853985,0.00860259,-1.1724114,1.9487246,-2.0576496,0
CUST_000023,-1.614679,-1.1349579,South,1.4252733,-1.1267202,-1.154969,-1.0755574,-0.61370236,1.0186007,0.8545044,1.084401,-1.2146282,0.35589343,-1.2799982,0.595461,-0.61954325,-0.08048567,1.8690487,0.16036308,0.90253294,1.4139168,-3.806812e-05,0
CUST_000025,0.005085233,-0.094258994,North,-1.0887678,-1.2018629,2.399596,0.059205122,-0.2777558,-0.16883664,-1.2190793,1.9101464,-0.6732834,-1.1623098,-1.1411847,0.57245946,-0.39748713,1.1847825,0.75741667,0.20516662,-1.1171074,-0.23871635,0.037726365,1
CUST_000027,0.18542886,1.6940165,North,1.0591381,-0.21807374,-0.50008845,-0.40596822,-0.7638248,2.585444,-1.2814432,-0.34352827,1.3824404,-1.1928158,-1.973284,0.25544325,-0.31543246,0.6952733,-0.7053071,0.77665174,-0.61020255,-1.0101701,-0.6018032,0
CUST_000028,-0.8061898,-0.07803664,South,-0.9391052,-0.61352193,-0.8870493,-0.82310236,-2.299225,-0.047352303,-1.3265048,-0.33814502,1.3863536,-1.4884915,0.7491615,-0.022918226,-0.117512085,-0.34130493,0.11912677,-1.0877893,-1.8598616,0.27945107,0.2957415,1
CUST_000029,-0.36493152,-0.6059292,East,1.5407691,-0.029283572,-0.79665697,-0.595932,0.2742163,-0.5124096,0.7049364,0.27767926,0.70804346,-0.92116064,1.5122967,1.788818,1.214958,0.8624758,0.74634945,1.0338483,0.66699004,-0.03704983,2.263698,0
CUST_000031,1.8175508,-1.0399677,South,0.1130172,0.25938118,-0.2163277,-0.05559339,-1.3083041,0.51541007,0.8812299,-0.061865706,-0.635154,0.6789428,0.3761318,-0.60184276,-0.2945672,-1.0738322,-0.8202765,-0.6275688,0.55967784,0.056339167,-0.38768518,1
CUST_000032,-0.123038344,0.5764056,South,-0.7751772,0.28742808,-1.1713735,-0.9603439,0.14459072,-1.349996,0.7959588,2.2278533,-0.5980882,-1.3445038,-0.055624988,0.65325755,-0.40311587,0.52316093,-0.9424922,-0.5378312,0.4826952,-1.0748649,0.5698118,1
CUST_000033,-1.2521899,0.4619118,North,0.13883214,-2.2321992,0.7471371,0.14685887,-0.64793056,0.52186906,-1.4099503,0.15550208,-0.44655827,0.49864218,0.6321799,-0.081595674,-0.94023657,0.09709584,0.7747573,0.041310556,-1.2273688,1.183398,0.19301784,0
CUST_000034,0.6885532,1.3282169,South,0.12172663,1.2103143,-0.31035274,-0.08166912,-0.8990769,0.48629612,0.92788726,1.1569941,-1.0689946,-0.035894204,1.5702311,-0.67419654,-1.391385,0.34845787,-0.4436553,0.24079293,0.73071533,-0.5892653,0.05116452,0
CUST_000036,0.21170412,0.29015222,East,1.0235053,0.7879385,-0.06500871,0.5126819,0.43448755,-0.47102442,0.8499837,0.2654753,0.1917938,-0.55897576,1.5385499,0.32676584,-0.7245214,1.2537736,1.65139,1.5493008,0.85914946,0.38268918,0.94689393,0
CUST_000038,-1.462329,-0.34004682,West,-0.3294306,1.4217937,0.44460946,0.5386468,-1.9314107,-0.92087936,-1.332725,-1.212832,-0.3415717,1.4435173,-1.5025555,-0.68696654,0.07046515,0.9406696,0.76688635,0.6764835,-1.9715284,-0.072669245,-1.2588341,0
CUST_000039,0.0680558,-1.1314445,West,0.21667281,1.013904,-0.25349754,0.19645746,0.35083154,1.1493713,-1.372581,2.6217985,-2.3532236,0.1442875,1.1975546,0.1136631,1.3343215,0.23149845,-0.7822992,0.35253775,-0.6931375,-0.76550484,0.6092581,0
CUST_000041,0.010015419,-0.61817604,East,-0.50874925,-1.299056,0.7968714,0.4894447,1.7426463,-1.2752014,0.7820848,-0.8125638,2.007407,-1.86646,0.67851216,-0.1943587,1.3856254,-2.5156426,-1.4406182,-1.5694071,1.0281391,0.5329958,0.11017929,1
CUST_000043,-0.3644441,0.14022787,East,-0.2774916,-1.9297127,-0.8782353,-0.87959117,1.067684,-0.33555838,0.9890946,0.41066414,0.75476366,-1.1585658,-0.32004198,-0.9487501,-1.2240956,1.5804918,0.2380489,0.4078143,1.2300646,-0.88355845,-0.996928,0
CUST_000044,-1.8151002,-0.76033884,South,-0.257188,0.96148187,1.5621349,1.5920941,1.3589594,2.6807127,0.8919854,-0.33047292,0.17177904,-0.12046949,-0.56148344,-1.2631048,-0.41180053,0.17590156,-0.6017521,0.7543345,2.0371244,-0.594721,-1.3844589,0
CUST_000045,-1.0757518,1.5481504,South,0.019137867,-0.29159814,-0.6463881,-0.4116439,-0.4314711,-0.82393044,0.60411817,-0.08693189,-0.32685924,0.8326357,-0.8315216,1.7808634,1.9929175,-0.62673783,-0.5939112,-0.5731883,0.25892517,-0.066124305,1.2660974,1
CUST_000047,1.0993061,-0.118018515,North,0.47823483,0.26937774,-0.7943835,-0.48421758,-0.17958778,-0.44639924,0.572954,-0.19257997,0.92911834,-0.68592554,0.66669136,0.81515265,1.6218456,-0.8479859,0.3157629,-0.50985605,0.4157707,0.7560144,1.0220653,1
CUST_000050,0.20043619,1.0357395,North,0.065479934,1.5673292,-0.92393595,-0.9489223,-0.8366765,-0.52089393,-1.2452881,2.4420567,-1.7403471,-0.5751184,-0.11033837,-1.3194878,2.3745883,0.6459096,0.046719514,-0.026353575,-1.4209559,-0.41748357,-1.2450378,1
CUST_000051,-0.4515836,-0.88375217,South,-1.2047929,-1.4344214,2.3550339,-0.21633658,1.5663826,-1.3235704,0.77794445,2.2411382,-0.64100116,-1.7472812,0.5486159,-0.7021347,-0.9481237,-1.4671001,0.9635263,-1.6225969,0.9524357,1.6420603,-0.40589178,1
CUST_000052,-0.89383054,-0.6558818,West,-0.43790394,-0.009622802,-1.1080714,-0.8474385,1.0135163,-0.7450085,-1.2412417,-1.691177,0.01216553,1.8882691,-0.6991563,0.30070823,2.3092625,-0.51068556,0.042231902,-0.9474855,-0.85361916,0.33245233,-0.02231128,1
CUST_000053,0.48893547,-0.27125323,East,0.34812826,-1.4320865,-1.083553,-0.97190493,0.32087559,1.0722417,0.73275316,-1.03115,1.0245625,-0.24442156,-0.37085432,-0.9879228,-1.0101428,-0.24253814,0.1084998,-0.44042718,1.1243843,0.20720407,-1.053977,1
CUST_000055,1.0772542,-0.8309329,North,-0.72054774,1.3418456,2.4140983,1.5672362,-1.1223975,-0.07642251,0.70615405,-0.105996735,1.1344442,-0.9894146,0.6712525,-2.1308854,-0.25692663,0.09709584,-0.025208151,0.041310556,-0.17178534,0.5871296,-1.6517235,0
CUST_000056,-0.9339674,-0.65612614,South,0.35501122,1.7824583,-0.26082623,0.03517907,0.9909835,0.081802465,0.83096385,0.55051255,-0.63780385,0.2944292,1.2572201,0.098237105,-0.7972732,0.09709584,1.6840633,0.041310556,1.1753501,1.8611653,0.62045914,0
CUST_000057,-0.40085426,0.97346395,West,0.23250374,0.4999941,-0.24621327,0.24893801,1.5418625,0.50649947,0.8289099,1.1981117,-1.0138222,-0.10098059,-2.3137844,0.2704777,-0.8411286,-1.7099152,-0.63646245,-0.8103698,1.4708121,0.60762376,-0.73202604,1
CUST_000058,0.22130981,0.46105674,East,0.6789535,0.009795444,0.56759435,0.99172276,-0.30718172,-0.07642251,-1.2007291,0.45474797,0.20368393,-0.5999572,1.6158342,-0.0747587,-0.51921207,-1.1783787,0.0019934257,0.10689374,-1.5711018,0.7373229,0.61486876,0
CUST_000059,0.8870868,-0.14279109,South,-1.3691027,0.515485,2.343863,0.39183763,-0.5777998,-1.1761138,0.7917456,-0.418117,0.17839122,0.35981938,0.98689634,-0.98424834,-0.4786939,-0.18479258,0.029331533,-0.620675,0.2816179,0.11058541,-0.47692466,1
CUST_000060,-0.6666454,0.96812147,North,0.8118169,1.3323661,0.81613153,1.8700906,0.6905009,-0.49493948,0.9061966,-0.48013094,-0.567104,1.0908296,1.0345371,-0.9591049,-0.60137534,-1.6391591,-0.68630356,0.3179967,0.98836935,0.524391,-0.43395784,0
CUST_000061,-0.22411309,-0.33677322,North,-0.3085223,0.51937115,-0.7764438,-0.9089247,-0.90729296,1.4638228,-1.0659591,1.443207,-0.22449227,-0.9599851,-1.575877,-0.9732252,2.3234105,0.07423326,-1.4145998,-0.5506648,-0.76470566,-1.1343757,-1.549808,1
CUST_000062,-1.1571476,0.31311214,West,-0.7775155,-1.2252353,-0.6046575,-0.78560174,0.9525263,-0.43542913,0.6474342,-1.587361,1.1144387,0.28318858,-0.48317695,-0.31004715,1.6533011,1.507682,-0.5175353,0.15271434,0.8651173,-1.3993261,-0.48576343,1
CUST_000064,0.8390749,0.020535173,East,-1.452866,-0.2617869,0.34356093,-0.28686914,-0.10324436,0.18091264,0.784514,0.11396743,-0.48267782,0.6803578,0.22626999,1.5863854,0.31580767,1.3489236,-0.75500923,-0.048296932,0.79234606,-1.4729334,1.5364321,1
CUST_000065,1.4197047,-0.70551497,North,0.6055709,-1.0628033,-0.96026546,-0.85949075,-0.6959062,-0.3607568,0.7562527,-0.7567376,1.1246642,-0.35930747,1.6794091,1.8332529,-0.86118335,0.06872902,-1.1606007,-0.062162377,0.42540938,-0.9414681,2.3746688,1
CUST_000066,-0.18604462,-1.3186566,East,1.3543991,0.62507755,-0.78373367,-0.44782236,1.523738,-0.97658837,-1.2010725,-0.41865826,1.1562481,-0.85360384,0.35294354,0.9293747,0.026426537,-0.4011243,0.80481815,0.23169456,-0.707594,0.8295031,0.99323297,0
